"table_name","variable_name","label","data_type","units","statistic","value","text_value"
"baseline","hospital_admission_24m","Any hospital admission during the first 24 months","binary categorical","none","Rows",2400,
"baseline","hospital_admission_24m","Any hospital admission during the first 24 months","binary categorical","none","Non-missing n",2400,
"baseline","hospital_admission_24m","Any hospital admission during the first 24 months","binary categorical","none","Missing n",0,
"baseline","hospital_admission_24m","Any hospital admission during the first 24 months","binary categorical","none","Missing %",0,
"baseline","hospital_admission_24m","Any hospital admission during the first 24 months","binary categorical","none","Levels observed",2,
"baseline","hospital_admission_24m","Any hospital admission during the first 24 months","binary categorical","none","Mode count",2048,
"baseline","hospital_admission_24m","Any hospital admission during the first 24 months","binary categorical","none","Mode percent",85.3333333333333,
"baseline","hospital_admission_24m","Any hospital admission during the first 24 months","binary categorical","none","Mode level",,"No"
"baseline","hospital_admission_5y","Any hospital admission during five-year follow-up","binary categorical","none","Rows",2400,
"baseline","hospital_admission_5y","Any hospital admission during five-year follow-up","binary categorical","none","Non-missing n",2400,
"baseline","hospital_admission_5y","Any hospital admission during five-year follow-up","binary categorical","none","Missing n",0,
"baseline","hospital_admission_5y","Any hospital admission during five-year follow-up","binary categorical","none","Missing %",0,
"baseline","hospital_admission_5y","Any hospital admission during five-year follow-up","binary categorical","none","Levels observed",2,
"baseline","hospital_admission_5y","Any hospital admission during five-year follow-up","binary categorical","none","Mode count",1361,
"baseline","hospital_admission_5y","Any hospital admission during five-year follow-up","binary categorical","none","Mode percent",56.7083333333333,
"baseline","hospital_admission_5y","Any hospital admission during five-year follow-up","binary categorical","none","Mode level",,"No"
"baseline","metabolic_risk_group","Overall metabolic risk group","ordered categorical","none","Rows",2400,
"baseline","metabolic_risk_group","Overall metabolic risk group","ordered categorical","none","Non-missing n",2400,
"baseline","metabolic_risk_group","Overall metabolic risk group","ordered categorical","none","Missing n",0,
"baseline","metabolic_risk_group","Overall metabolic risk group","ordered categorical","none","Missing %",0,
"baseline","metabolic_risk_group","Overall metabolic risk group","ordered categorical","none","Levels observed",3,
"baseline","metabolic_risk_group","Overall metabolic risk group","ordered categorical","none","Mode count",1157,
"baseline","metabolic_risk_group","Overall metabolic risk group","ordered categorical","none","Mode percent",48.2083333333333,
"baseline","metabolic_risk_group","Overall metabolic risk group","ordered categorical","none","Mode level",,"Low"
"baseline","lifestyle_program_enrolled","Joined the lifestyle support programme","binary categorical","none","Rows",2400,
"baseline","lifestyle_program_enrolled","Joined the lifestyle support programme","binary categorical","none","Non-missing n",2400,
"baseline","lifestyle_program_enrolled","Joined the lifestyle support programme","binary categorical","none","Missing n",0,
"baseline","lifestyle_program_enrolled","Joined the lifestyle support programme","binary categorical","none","Missing %",0,
"baseline","lifestyle_program_enrolled","Joined the lifestyle support programme","binary categorical","none","Levels observed",2,
"baseline","lifestyle_program_enrolled","Joined the lifestyle support programme","binary categorical","none","Mode count",1914,
"baseline","lifestyle_program_enrolled","Joined the lifestyle support programme","binary categorical","none","Mode percent",79.75,
"baseline","lifestyle_program_enrolled","Joined the lifestyle support programme","binary categorical","none","Mode level",,"No"
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","Rows",2400,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","Non-missing n",2400,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","Missing n",0,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","Missing %",0,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","Mean",7.907875,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","SD",10.0626640435936,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","Median",4.2,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","IQR",7.025,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","Min",0.4,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","Q1",2.1,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","Q3",9.125,
"baseline","mortality_risk_5y_pct","Predicted five-year mortality risk from the simulated risk model","continuous","percent","Max",60,
"baseline","died_during_followup","Died during five-year follow-up","binary categorical","none","Rows",2400,
"baseline","died_during_followup","Died during five-year follow-up","binary categorical","none","Non-missing n",2400,
"baseline","died_during_followup","Died during five-year follow-up","binary categorical","none","Missing n",0,
"baseline","died_during_followup","Died during five-year follow-up","binary categorical","none","Missing %",0,
"baseline","died_during_followup","Died during five-year follow-up","binary categorical","none","Levels observed",2,
"baseline","died_during_followup","Died during five-year follow-up","binary categorical","none","Mode count",2199,
"baseline","died_during_followup","Died during five-year follow-up","binary categorical","none","Mode percent",91.625,
"baseline","died_during_followup","Died during five-year follow-up","binary categorical","none","Mode level",,"No"
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","Rows",2400,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","Non-missing n",201,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","Missing n",2199,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","Missing %",91.625,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","Mean",32.6567164179104,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","SD",14.7704626591106,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","Median",34,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","IQR",24,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","Min",2,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","Q1",21,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","Q3",45,
"baseline","death_month","Month of death after baseline for participants who died","continuous","months","Max",59,
"baseline","age_at_death","Age at death for participants who died","continuous","years","Rows",2400,
"baseline","age_at_death","Age at death for participants who died","continuous","years","Non-missing n",201,
"baseline","age_at_death","Age at death for participants who died","continuous","years","Missing n",2199,
"baseline","age_at_death","Age at death for participants who died","continuous","years","Missing %",91.625,
"baseline","age_at_death","Age at death for participants who died","continuous","years","Mean",80.7208955223881,
"baseline","age_at_death","Age at death for participants who died","continuous","years","SD",6.91349847718431,
"baseline","age_at_death","Age at death for participants who died","continuous","years","Median",81.8,
"baseline","age_at_death","Age at death for participants who died","continuous","years","IQR",10,
"baseline","age_at_death","Age at death for participants who died","continuous","years","Min",62,
"baseline","age_at_death","Age at death for participants who died","continuous","years","Q1",75.9,
"baseline","age_at_death","Age at death for participants who died","continuous","years","Q3",85.9,
"baseline","age_at_death","Age at death for participants who died","continuous","years","Max",92.5,
"baseline","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Rows",2400,
"baseline","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Non-missing n",2400,
"baseline","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Missing n",0,
"baseline","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Missing %",0,
"baseline","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Levels observed",7,
"baseline","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Mode count",2199,
"baseline","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Mode percent",91.625,
"baseline","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Mode level",,"Not applicable"
"visits","participant_id","Unique participant identifier","identifier","none","Rows",10732,
"visits","participant_id","Unique participant identifier","identifier","none","Non-missing n",10732,
"visits","participant_id","Unique participant identifier","identifier","none","Missing n",0,
"visits","participant_id","Unique participant identifier","identifier","none","Missing %",0,
"visits","participant_id","Unique participant identifier","identifier","none","Unique values",2400,
"visits","participant_id","Unique participant identifier","identifier","none","Duplicate values",8332,
"visits","visit_number","Visit order","integer","visit index","Rows",10732,
"visits","visit_number","Visit order","integer","visit index","Non-missing n",10732,
"visits","visit_number","Visit order","integer","visit index","Missing n",0,
"visits","visit_number","Visit order","integer","visit index","Missing %",0,
"visits","visit_number","Visit order","integer","visit index","Mean",2.1869176295192,
"visits","visit_number","Visit order","integer","visit index","SD",1.70728739041006,
"visits","visit_number","Visit order","integer","visit index","Median",2,
"visits","visit_number","Visit order","integer","visit index","IQR",3,
"visits","visit_number","Visit order","integer","visit index","Min",0,
"visits","visit_number","Visit order","integer","visit index","Q1",1,
"visits","visit_number","Visit order","integer","visit index","Q3",4,
"visits","visit_number","Visit order","integer","visit index","Max",5,
"visits","visit_label","Human-readable visit label","categorical","none","Rows",10732,
"visits","visit_label","Human-readable visit label","categorical","none","Non-missing n",10732,
"visits","visit_label","Human-readable visit label","categorical","none","Missing n",0,
"visits","visit_label","Human-readable visit label","categorical","none","Missing %",0,
"visits","visit_label","Human-readable visit label","categorical","none","Levels observed",9,
"visits","visit_label","Human-readable visit label","categorical","none","Mode count",2400,
"visits","visit_label","Human-readable visit label","categorical","none","Mode percent",22.3630264629146,
"visits","visit_label","Human-readable visit label","categorical","none","Mode level",,"baseline"
"visits","months_since_baseline","Approximate months since baseline","integer","months","Rows",10732,
"visits","months_since_baseline","Approximate months since baseline","integer","months","Non-missing n",10732,
"visits","months_since_baseline","Approximate months since baseline","integer","months","Missing n",0,
"visits","months_since_baseline","Approximate months since baseline","integer","months","Missing %",0,
"visits","months_since_baseline","Approximate months since baseline","integer","months","Mean",26.331159150205,
"visits","months_since_baseline","Approximate months since baseline","integer","months","SD",22.588495988001,
"visits","months_since_baseline","Approximate months since baseline","integer","months","Median",24,
"visits","months_since_baseline","Approximate months since baseline","integer","months","IQR",36,
"visits","months_since_baseline","Approximate months since baseline","integer","months","Min",-12,
"visits","months_since_baseline","Approximate months since baseline","integer","months","Q1",10,
"visits","months_since_baseline","Approximate months since baseline","integer","months","Q3",46,
"visits","months_since_baseline","Approximate months since baseline","integer","months","Max",999,
"visits","age_at_visit_years","Age at visit","continuous","years","Rows",10732,
"visits","age_at_visit_years","Age at visit","continuous","years","Non-missing n",10732,
"visits","age_at_visit_years","Age at visit","continuous","years","Missing n",0,
"visits","age_at_visit_years","Age at visit","continuous","years","Missing %",0,
"visits","age_at_visit_years","Age at visit","continuous","years","Mean",72.2717294073798,
"visits","age_at_visit_years","Age at visit","continuous","years","SD",8.4719176989582,
"visits","age_at_visit_years","Age at visit","continuous","years","Median",72.1,
"visits","age_at_visit_years","Age at visit","continuous","years","IQR",12.9,
"visits","age_at_visit_years","Age at visit","continuous","years","Min",51,
"visits","age_at_visit_years","Age at visit","continuous","years","Q1",66,
"visits","age_at_visit_years","Age at visit","continuous","years","Q3",78.9,
"visits","age_at_visit_years","Age at visit","continuous","years","Max",94.1,
"visits","site_code","Recruiting clinic site","categorical","none","Rows",10732,
"visits","site_code","Recruiting clinic site","categorical","none","Non-missing n",10732,
"visits","site_code","Recruiting clinic site","categorical","none","Missing n",0,
"visits","site_code","Recruiting clinic site","categorical","none","Missing %",0,
"visits","site_code","Recruiting clinic site","categorical","none","Levels observed",6,
"visits","site_code","Recruiting clinic site","categorical","none","Mode count",3108,
"visits","site_code","Recruiting clinic site","categorical","none","Mode percent",28.9601192694745,
"visits","site_code","Recruiting clinic site","categorical","none","Mode level",,"Birmingham"
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","Rows",10732,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","Non-missing n",10732,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","Missing n",0,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","Missing %",0,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","Mean",2.98304137159896,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","SD",1.40366127777542,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","Median",3,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","IQR",2,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","Min",1,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","Q1",2,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","Q3",4,
"visits","imd_quintile","Index of Multiple Deprivation quintile carried forward","ordered integer","quintile","Max",5,
"visits","smoking_status","Baseline smoking category carried forward","categorical","none","Rows",10732,
"visits","smoking_status","Baseline smoking category carried forward","categorical","none","Non-missing n",10732,
"visits","smoking_status","Baseline smoking category carried forward","categorical","none","Missing n",0,
"visits","smoking_status","Baseline smoking category carried forward","categorical","none","Missing %",0,
"visits","smoking_status","Baseline smoking category carried forward","categorical","none","Levels observed",6,
"visits","smoking_status","Baseline smoking category carried forward","categorical","none","Mode count",5796,
"visits","smoking_status","Baseline smoking category carried forward","categorical","none","Mode percent",54.0067089079389,
"visits","smoking_status","Baseline smoking category carried forward","categorical","none","Mode level",,"Never"
"visits","lifestyle_program_enrolled","Programme enrolment carried forward","binary categorical","none","Rows",10732,
"visits","lifestyle_program_enrolled","Programme enrolment carried forward","binary categorical","none","Non-missing n",10732,
"visits","lifestyle_program_enrolled","Programme enrolment carried forward","binary categorical","none","Missing n",0,
"visits","lifestyle_program_enrolled","Programme enrolment carried forward","binary categorical","none","Missing %",0,
"visits","lifestyle_program_enrolled","Programme enrolment carried forward","binary categorical","none","Levels observed",2,
"visits","lifestyle_program_enrolled","Programme enrolment carried forward","binary categorical","none","Mode count",8525,
"visits","lifestyle_program_enrolled","Programme enrolment carried forward","binary categorical","none","Mode percent",79.4353335818114,
"visits","lifestyle_program_enrolled","Programme enrolment carried forward","binary categorical","none","Mode level",,"No"
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","Rows",10732,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","Non-missing n",10732,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","Missing n",0,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","Missing %",0,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","Mean",1.66772269847186,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","SD",1.32146071584287,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","Median",1,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","IQR",1,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","Min",0,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","Q1",1,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","Q3",2,
"visits","multimorbidity_count","Baseline multimorbidity count carried forward","count","conditions","Max",9,
"visits","frailty_category","Baseline frailty category carried forward","ordered categorical","none","Rows",10732,
"visits","frailty_category","Baseline frailty category carried forward","ordered categorical","none","Non-missing n",10732,
"visits","frailty_category","Baseline frailty category carried forward","ordered categorical","none","Missing n",0,
"visits","frailty_category","Baseline frailty category carried forward","ordered categorical","none","Missing %",0,
"visits","frailty_category","Baseline frailty category carried forward","ordered categorical","none","Levels observed",4,
"visits","frailty_category","Baseline frailty category carried forward","ordered categorical","none","Mode count",5729,
"visits","frailty_category","Baseline frailty category carried forward","ordered categorical","none","Mode percent",53.3824077525158,
"visits","frailty_category","Baseline frailty category carried forward","ordered categorical","none","Mode level",,"Mild frailty"
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","Rows",10732,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","Non-missing n",10732,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","Missing n",0,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","Missing %",0,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","Mean",7.0901789042117,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","SD",9.11218929473236,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","Median",3.8,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","IQR",6.5,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","Min",0.4,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","Q1",1.9,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","Q3",8.4,
"visits","mortality_risk_5y_pct","Baseline predicted five-year mortality risk carried forward","continuous","percent","Max",60,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","Rows",10732,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","Non-missing n",10732,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","Missing n",0,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","Missing %",0,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","Mean",106.860510622438,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","SD",70.7334329928257,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","Median",102,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","IQR",101,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","Min",0,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","Q1",52,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","Q3",153,
"visits","weekly_exercise_min","Exercise reported at visit","continuous","minutes/week","Max",398,
"visits","weight_kg","Body weight at visit","continuous","kg","Rows",10732,
"visits","weight_kg","Body weight at visit","continuous","kg","Non-missing n",10732,
"visits","weight_kg","Body weight at visit","continuous","kg","Missing n",0,
"visits","weight_kg","Body weight at visit","continuous","kg","Missing %",0,
"visits","weight_kg","Body weight at visit","continuous","kg","Mean",80.2672568020872,
"visits","weight_kg","Body weight at visit","continuous","kg","SD",15.0567929730824,
"visits","weight_kg","Body weight at visit","continuous","kg","Median",79.5,
"visits","weight_kg","Body weight at visit","continuous","kg","IQR",20.425,
"visits","weight_kg","Body weight at visit","continuous","kg","Min",43,
"visits","weight_kg","Body weight at visit","continuous","kg","Q1",69.675,
"visits","weight_kg","Body weight at visit","continuous","kg","Q3",90.1,
"visits","weight_kg","Body weight at visit","continuous","kg","Max",134.5,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","Rows",10732,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","Non-missing n",10732,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","Missing n",0,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","Missing %",0,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","Mean",28.1284662691018,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","SD",4.09263521350828,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","Median",28.1,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","IQR",5.7,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","Min",16.8,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","Q1",25.3,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","Q3",31,
"visits","bmi_kg_m2","BMI at visit","continuous","kg/m^2","Max",42.7,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","Rows",10732,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","Non-missing n",10732,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","Missing n",0,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","Missing %",0,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","Mean",139.381941856131,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","SD",14.3027537659865,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","Median",140,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","IQR",19,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","Min",85,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","Q1",130,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","Q3",149,
"visits","systolic_bp_mmHg","Systolic blood pressure at visit","continuous","mmHg","Max",189,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","Rows",10732,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","Non-missing n",10732,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","Missing n",0,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","Missing %",0,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","Mean",80.6746179649646,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","SD",9.54143720532306,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","Median",81,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","IQR",13,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","Min",50,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","Q1",74,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","Q3",87,
"visits","diastolic_bp_mmHg","Diastolic blood pressure at visit","continuous","mmHg","Max",118,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","Rows",10732,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","Non-missing n",10732,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","Missing n",0,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","Missing %",0,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","Mean",70.9630078270592,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","SD",7.2855947837388,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","Median",71,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","IQR",10,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","Min",45,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","Q1",66,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","Q3",76,
"visits","resting_heart_rate_bpm","Resting heart rate at visit","continuous","beats/min","Max",100,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","Rows",10732,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","Non-missing n",10732,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","Missing n",0,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","Missing %",0,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","Mean",5.38825102497205,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","SD",0.763608589327287,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","Median",5.33,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","IQR",1.03,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","Min",3.5,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","Q1",4.85,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","Q3",5.88,
"visits","fasting_glucose_mmol_L","Fasting glucose at visit","continuous","mmol/L","Max",8.23,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","Rows",10732,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","Non-missing n",10456,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","Missing n",276,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","Missing %",2.57174804323518,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","Mean",36.6764345830145,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","SD",7.23034556802916,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","Median",35.5,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","IQR",9.4,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","Min",22,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","Q1",31.5,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","Q3",40.9,
"visits","hba1c_mmol_mol","HbA1c at visit","continuous","mmol/mol","Max",63.9,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","Rows",10732,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","Non-missing n",10732,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","Missing n",0,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","Missing %",0,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","Mean",5.04275717480432,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","SD",0.672967806888238,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","Median",5.05,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","IQR",0.91,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","Min",2.7,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","Q1",4.59,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","Q3",5.5,
"visits","total_cholesterol_mmol_L","Total cholesterol at visit","continuous","mmol/L","Max",7.6,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","Rows",10732,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","Non-missing n",10732,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","Missing n",0,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","Missing %",0,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","Mean",1.32069511740589,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","SD",0.212370790292777,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","Median",1.32,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","IQR",0.28,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","Min",0.6,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","Q1",1.18,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","Q3",1.46,
"visits","hdl_cholesterol_mmol_L","HDL cholesterol at visit","continuous","mmol/L","Max",2.09,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","Rows",10732,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","Non-missing n",10488,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","Missing n",244,
